title,description,genres
Shaun the Sheep: The Farmer's Llamas,"In The Farmer's Llamas the wily sheep bluffs his dim-witted farmer master into bidding for three llamas at a county fair. Once they show up at the farm, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high speed chases, careful rooftop scrambles and dangerous falls ensue.","['comedy', 'family', 'animation']"
Un + une,A successful film composer falls in love when he travels to India to work on a Bollywood retelling of Romeo and Juliet.,"['comedy', 'romance', 'drama', 'european']"
Ok Kanmani,Adhi and Tara are in a live-in relationship but they are both unwilling to get married. How do they realize that marriage is just a natural progression of their relationship?,"['romance', 'drama']"
True Memoirs of an International Assassin,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.","['action', 'comedy', 'crime']"
High & Low The Movie,"S.W.O.R.D. Chiku is a devastated and dangerous town with 5 gangs - Sannoh Rengokai, White Rascals, Oya Kohkoh, Rude Boys and Daruma Ikka - fighting fiercely. The name S.W.O.R.D. comprises of the first letter in each of these gangs. Before these 5 gangs, the legendary Mugen gang dominated the town. Mugen and the Amamiya Brothers (who did not submit to Mugen) clashed and Mugen disbanded, but ...",['action']
Strange Weather,"Years after her son's suicide, a woman longs to confront both the past and a friend of his who took his business idea.",['drama']
The Lighthouse of the Orcas,A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.,"['drama', 'romance', 'european']"
Servant Of The People 2,"President Vasily Goloborodko is in power for almost half a year. The economic situation in the country had deteriorated: prices are rising and the national currency has depreciated. People's confidence in the President is rapidly falling. To stabilize the situation in the country Goloborodko needs to get financial assistance from the IMF in the amount of 15 billion euros, which can be provided, if reforms and anti-corruption laws will be introduced in Ukraine.","['comedy', 'family']"
Kathleen Madigan: Bothering Jesus,Kathleen Madigan's stand up special.,['comedy']
Heneral Luna,A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,"['comedy', 'action', 'drama', 'history', 'war']"
Ordinary World,"Perry is a happily married father of two living a comfortable but sedate life in the suburbs. On the occasion of his 40th birthday, he seeks to revisit his former life as the lead singer in a popular punk band though his middle-aged reality quickly (and hilariously) clashes with the indulgences of his youth.","['comedy', 'drama', 'family', 'music']"
Mohenjo Daro,"During the Indus valley civilization, an Indigo farmer strives for the justice and protection of the city of Mohenjo-Daro and its civilians from an evil politician.","['action', 'drama', 'history', 'romance']"
Dil Dhadakne Do,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.","['drama', 'family', 'romance', 'comedy']"
Toro,"Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, Málaga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that López, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, López's little daughter, until this one get back the money. Without options, López visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help López and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...","['drama', 'crime', 'thriller', 'action', 'european']"
Riphagen the Untouchable,"Amsterdam, Netherlands, 1944, during World War II. Andries Riphagen, a powerful underworld boss, has made his fortune by putting his many criminal talents at the service of the Nazi occupiers. But the long battle is about to end and the freedom fighters, who have been persecuted and murdered for years, are abandoning their hideouts to mercilessly hunt down those who have collaborated with the killers.","['thriller', 'drama', 'war', 'european']"
Gabbar Is Back,A vigilante network taking out corrupt officials draws the notice of the authorities.,"['drama', 'action', 'crime', 'comedy']"
Demetri Martin: Live (At The Time),"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.","['comedy', 'documentation']"
4K Fireplace,"Enjoy this crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD, this music-free fireplace video flickers, crackles and adds warmth to any room. Loop video playback for continuous enjoyment.","['family', 'reality']"
7 Years,The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,"['drama', 'european']"
Talvar,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,"['thriller', 'drama', 'crime']"
Brothers,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.","['family', 'action', 'drama', 'sport']"
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.","['comedy', 'documentation']"
